pathogen,pathogen_abbr,target_chembl_id,molecule_chembl_id,activity_type,value,units,pubmed_id
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1308993,IC50,8072.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1323674,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1440277,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1354019,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1334670,IC50,4214.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1572208,IC50,38560.27,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1533336,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1302539,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1546183,IC50,126648.5,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1405964,IC50,1599.87,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1447803,IC50,4266.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1964978,IC50,19042.76,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1503962,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1302747,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1457702,IC50,9925.45,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1512862,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1594257,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1389315,IC50,2094.06,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1379309,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1451931,IC50,15592.29,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1445259,IC50,11189.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL418068,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1309682,IC50,129726.9,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1536144,IC50,42831.18,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1370375,IC50,5939.87,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1578893,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL3192206,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1379737,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1575065,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1346753,IC50,3958.07,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1447211,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL3195851,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL2028186,IC50,2138.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1480087,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1452593,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1416302,IC50,5040.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1585746,IC50,1893.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1310325,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1458402,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1343560,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1416360,IC50,100420.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1608791,IC50,29095.11,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1433943,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1438567,IC50,4513.54,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1521960,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1563488,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1602055,IC50,10598.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1340316,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1303641,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1380232,IC50,6447.78,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1440953,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1527528,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1527903,IC50,71772.82,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1443623,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1367225,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1469444,IC50,200000.0,nM,
Pseudomonas aeruginosa,MDR,CHEMBL1293240,CHEMBL1558097,IC50,200000.0,nM,
